Customer_ID,Name,Account_Number,Account_Type,Loan_Type,Loan_Amount,Outstanding_Amount,EMI_Amount,Due_Date,Payment_Status,Collection_Agent,Last_Payment_Date,Payment_Delay_Days,Region,Contact_Number,Email,Customer_Score,Risk_Level
CUST00132,Nicholas Porter Jr.,8207EF1A-31E,Current,Home Loan,170457,60797.25,2763.51,2023-01-29,Partially Paid,Kimberly Cook,2023-01-10,30,East,835-300-7362x20846,richarddiaz@white.org,730,Low
CUST00133,Carla Fuller,5F025C4F-68D,Savings,Personal Loan,333885,309356.16,12889.84,2023-05-24,Missed,Autumn Gonzalez,,10,West,901.418.5587,hensonalexandra@hotmail.com,535,Medium
CUST00134,Autumn Schwartz,4E670E02-629,Savings,Car Loan,478143,189627.23,4740.68,2023-12-26,Missed,Curtis Rodriguez,,35,East,001-472-495-7989x56893,millerjeffrey@yahoo.com,561,Medium
CUST00135,Amy Blackburn,ED4D2A3B-481,Credit,Home Loan,150788,45255.12,962.87,2024-08-22,Partially Paid,Claire Richards PhD,2024-08-01,67,East,+1-238-050-3364x3421,ryansmith@coleman.biz,317,High
CUST00136,Cathy Sawyer,D1E9758E-9F1,Current,Home Loan,114725,47909.57,1330.82,2024-02-12,Missed,Claudia Edwards,,14,North,392.838.7834,qwood@hotmail.com,583,Medium
CUST00137,Christopher Gaines,FE62AE3A-F15,Current,Car Loan,87605,78566.82,1482.39,2023-02-20,Partially Paid,James Holland,2023-01-17,59,North,547.271.5377x59501,vlawson@weiss.com,532,Medium
CUST00138,Sandra Griffin,C02D8A46-304,Current,Home Loan,78986,52028.2,2601.41,2024-04-29,Paid,Laurie Davidson,2024-01-25,0,East,(114)861-9837x75146,foxsamuel@yahoo.com,512,Medium
CUST00139,Paul Cortez,843A1147-534,Current,Personal Loan,397143,173667.17,11577.81,2023-01-31,Paid,Nicholas Todd,2023-01-22,0,East,473.079.3718x90979,roberthanson@gmail.com,840,Low
CUST00140,Laura Andrews,9296A10E-D08,Current,Personal Loan,269968,67569.38,2111.54,2023-11-17,Partially Paid,Grant Martin,2023-08-21,24,North,+1-289-439-4908,wwoods@jackson-hernandez.net,310,High
CUST00141,James Davis,37AA2E44-1C6,Current,Home Loan,265341,216118.41,5026.01,2023-01-27,Missed,Jessica Davis,,8,North,829.322.7342x05342,masseycynthia@hotmail.com,381,High
CUST00142,Holly Davenport,15BEB42C-C63,Savings,Home Loan,112189,92470.38,2255.38,2024-03-20,Missed,Robert James,,83,East,(611)909-2089x1647,crystal94@hotmail.com,535,Medium
CUST00143,Lindsey Roy,4C1D0A69-D49,Credit,Car Loan,312797,163052.53,4658.64,2024-04-29,Partially Paid,Daniel Lucas,2023-09-05,79,East,237.263.1431x75796,davidbrooks@galloway-young.info,414,High
CUST00144,Joshua Washington,7B1498A2-0D2,Savings,Personal Loan,245602,37165.67,864.32,2024-06-21,Missed,Heather Murray,,81,North,(166)131-1623,ramirezterry@boyd-williams.com,663,Medium
CUST00145,Daniel Cross,459AABDA-EAF,Credit,Home Loan,22347,9784.42,611.53,2024-04-01,Missed,Brandon Lozano,,24,South,606.198.7143x1108,torresdavid@lopez.com,763,Low
CUST00146,Mr. William Griffith,292D8AFA-EFE,Current,Car Loan,251512,204093.43,4165.17,2023-11-05,Paid,Ryan Schmitt,2023-01-18,0,South,001-258-365-6105x51426,justin96@norton.com,596,Medium
CUST00147,Donald Harrison,5C0BD5F3-806,Current,Home Loan,75458,14178.83,262.57,2023-08-18,Missed,John Peters,,51,North,(537)229-4726x18572,weaveralexander@hotmail.com,621,Medium
CUST00148,Anthony Morrison,45133790-F20,Savings,Car Loan,200795,44824.06,1792.96,2023-02-19,Partially Paid,Heather Simmons,2023-01-25,68,South,+1-900-598-5307x5096,jenna24@hotmail.com,776,Low
CUST00149,Sarah Davis,3B0CA616-AE1,Savings,Personal Loan,43078,8745.53,312.34,2024-10-03,Paid,Dr. Tracy Kelly,2023-12-31,0,South,1886638184,grant82@hotmail.com,553,Medium
CUST00150,Michael Ryan,6D00DA3E-CDD,Credit,Home Loan,139648,22223.06,376.66,2024-02-09,Missed,Aaron Jones,,12,West,(448)854-4366x346,paul23@sampson.com,353,High
CUST00151,Gloria Keller,10ECF3EF-15E,Current,Personal Loan,25156,365.35,13.05,2023-09-06,Missed,Kayla Bennett,,3,West,(298)538-0066x3397,ravenbryan@yahoo.com,303,High
CUST00152,David Weaver,B0284876-1D4,Savings,Personal Loan,414506,89846.27,1663.82,2023-05-29,Missed,Cynthia Acosta,,47,East,(800)791-5517x097,brownkristi@ayala.net,716,Low
CUST00153,Timothy Lee,4187DCCD-69B,Credit,Personal Loan,199738,194952.9,5733.91,2023-09-21,Missed,Donald Simmons,,33,South,+1-204-224-6623x64089,tammy09@weaver-lee.info,352,High
CUST00154,Jeremiah Murphy,5B820443-647,Current,Car Loan,352316,120303.13,5012.63,2024-12-21,Partially Paid,Allison Wang,2024-08-28,30,South,466-392-4502x53993,wrightkyle@archer-jimenez.net,747,Low
CUST00155,Rebecca Sanford,9FBA8578-DC2,Savings,Personal Loan,194603,56594.36,1414.86,2024-04-06,Missed,Ricardo Welch,,75,North,001-300-849-5059x188,jmonroe@dean.com,425,High
CUST00156,David Mack,6EDEFEB1-DEF,Savings,Personal Loan,57818,19055.41,680.55,2024-06-27,Missed,Bryce Delgado,,74,North,+1-836-572-3305x006,kellysmith@yahoo.com,618,Medium
CUST00157,Wanda Harris,59D859CA-D58,Current,Home Loan,144425,81353.1,1564.48,2023-08-14,Paid,Marcus Boone,2023-01-18,0,West,001-327-561-1406x7448,gibsonjessica@clark.com,795,Low
CUST00158,Jared Donovan,30BF7CEC-411,Current,Home Loan,345844,109900.82,4396.03,2023-06-02,Missed,Brent Rush,,39,West,161.611.7987x9791,gregory32@gmail.com,448,High
CUST00159,Shawn Watkins,E487E66E-295,Savings,Car Loan,113632,5626.05,234.42,2024-10-17,Paid,Jeremy Hudson,2024-02-11,0,East,+1-084-683-3681x0129,dpeterson@yahoo.com,721,Low
CUST00160,Shannon Daniel,982E48E0-096,Savings,Home Loan,499506,231685.17,7240.16,2024-05-07,Missed,Daniel Davis,,16,East,188-053-5981,christopher53@hotmail.com,542,Medium
CUST00161,Chad Williams MD,CDF52352-AA8,Current,Car Loan,446738,157132.93,3142.66,2023-10-15,Paid,Jennifer Ramirez,2023-09-06,0,South,(748)079-3766,cindy74@gmail.com,338,High
CUST00162,Heather Morales,D8B335BA-B82,Savings,Car Loan,391541,33456.05,608.29,2023-02-27,Missed,Angela Moore,,41,North,+1-932-530-6504,hollowayrenee@yahoo.com,336,High
CUST00163,Elizabeth Marshall,B676F2A3-DD1,Credit,Home Loan,148715,141260.85,2394.25,2023-04-22,Missed,Thomas Kline,,72,West,+1-229-841-2649,janet34@hotmail.com,316,High
CUST00164,Sheila Curry,D05A5E87-074,Current,Home Loan,397736,359580.49,7191.61,2024-11-24,Paid,Samuel Johnson,2023-01-18,0,South,+1-642-841-2525,bbutler@decker-patterson.biz,421,High
CUST00165,Kelli Robbins,D898ED07-C03,Credit,Home Loan,217884,152111.52,3104.32,2024-06-15,Paid,Christopher Miller,2023-10-07,0,North,030.183.5782x26978,rosesarah@castillo.com,585,Medium
CUST00166,David Eaton,6D2D9376-7B1,Credit,Home Loan,159376,37843.11,946.08,2023-02-23,Missed,Calvin Herrera,,86,West,042.092.2311x499,danielparks@roman-davis.com,843,Low
CUST00167,Laura Little,CBCD376D-18D,Current,Personal Loan,362237,122665.81,2555.54,2023-05-09,Paid,Christopher Sampson,2023-01-27,0,South,017-655-1632x4487,shane29@abbott.com,834,Low
CUST00168,Linda Johnson,E89E14B4-6D7,Current,Personal Loan,478115,180490.17,3405.47,2024-03-10,Missed,Edward Hernandez,,28,East,115-948-2171,barbararichardson@jackson.com,474,High
CUST00169,Mrs. Holly Flores,DFC5F073-488,Credit,Personal Loan,333163,47154.75,3627.29,2023-07-09,Missed,Joseph Solis,,55,West,035-230-2079x25103,ujohnson@hotmail.com,768,Low
CUST00170,Jeffery Campos,E2010421-C7B,Current,Car Loan,430123,145593.25,3235.41,2023-09-10,Missed,Brenda Lee DDS,,80,South,(874)243-5295,dawnthompson@baker.com,783,Low
CUST00171,Kevin Cooke,BB25ECC7-920,Credit,Car Loan,82995,28744.27,958.14,2023-07-02,Missed,Cindy Johnson,,59,North,+1-412-127-5836,vanceerica@yahoo.com,827,Low
CUST00172,Benjamin Clark,5D4874F1-11C,Savings,Car Loan,176161,68214.58,1843.64,2024-12-06,Partially Paid,Joseph Dixon,2024-01-30,88,North,668.280.9632,hartmanthomas@graham-reynolds.org,455,High
CUST00173,Michael Wagner,967EFDE8-8AF,Current,Personal Loan,436354,148276.82,2907.39,2023-02-25,Missed,Laura Bowen,,31,North,001-641-986-1858x5874,hernandeznicole@yahoo.com,627,Medium
CUST00174,Timothy Contreras II,843182AA-FA5,Savings,Personal Loan,76138,51631.92,992.92,2023-07-20,Partially Paid,Nicholas Lawson,2023-05-01,7,East,001-037-315-8776,vlozano@garcia.com,683,Medium
CUST00175,Michael Avery,F295F171-429,Savings,Home Loan,110156,23484.66,398.05,2023-05-16,Partially Paid,Kimberly Tucker,2023-01-28,15,West,001-918-123-3177x025,melinda52@cook.com,794,Low
CUST00176,Jesse Harper,8E56211E-8A4,Savings,Car Loan,239936,94715.28,1753.99,2024-10-28,Missed,Larry Thomas,,44,West,001-787-783-6511,usmith@long.com,591,Medium
CUST00177,Janet Collins,15279F1C-859,Savings,Personal Loan,52741,32908.89,2350.63,2023-03-16,Missed,William Morgan,,76,East,(500)070-8777x33615,stevensonmatthew@whitehead.com,510,Medium
CUST00178,Tyler Conway,0721D641-277,Savings,Car Loan,306465,10171.65,299.17,2023-07-26,Missed,Nicole Rodriguez,,59,East,001-775-865-1866,kellypena@gmail.com,678,Medium
CUST00179,Sandra Blanchard,221C6D7F-4B3,Savings,Home Loan,59881,3708.07,115.88,2023-07-01,Paid,Tammy Williams,2023-02-09,0,North,001-243-898-8010x23637,michaelcrawford@yahoo.com,797,Low
CUST00180,Sandra Cannon,ACA39F62-A5A,Credit,Home Loan,255225,163985.38,2733.09,2024-12-14,Partially Paid,Matthew Ford,2023-02-27,24,South,(807)949-6766x4283,villegasmorgan@smith.com,558,Medium
CUST00181,Maria Lee,6322ABDC-27D,Credit,Car Loan,156512,1762.88,103.7,2023-03-14,Partially Paid,Todd Wallace,2023-03-01,74,West,428.751.5518x2220,xhuang@frye-wells.biz,309,High
CUST00182,Jennifer Haynes,E62F85F9-845,Credit,Car Loan,18391,9576.0,299.25,2024-09-09,Partially Paid,Bonnie Hodges,2024-07-12,11,West,(298)286-5636,stonemarie@hughes.com,636,Medium
CUST00183,Joe Gonzalez,EF5F9B39-E4C,Credit,Car Loan,266679,64584.09,1218.57,2023-11-10,Missed,Beth Pierce,,58,West,812-105-2731x92201,pjensen@yahoo.com,760,Low
CUST00184,Dustin Mclaughlin,E85DA73B-0D7,Credit,Car Loan,244127,239549.09,10415.18,2024-09-06,Missed,Richard Thomas,,75,East,414-771-7253,karinagreen@gmail.com,807,Low
CUST00185,Kenneth Bates,C8793514-DDB,Savings,Home Loan,58452,43339.5,1884.33,2024-07-03,Partially Paid,Jennifer Smith,2024-06-30,14,North,0069232964,btrujillo@faulkner-riley.com,548,Medium
CUST00186,Joseph Roberts,EF13D52F-96E,Credit,Personal Loan,332071,263344.8,9080.86,2023-09-06,Missed,Garrett Jones,,27,North,+1-036-060-9342,smithvalerie@white.org,379,High
CUST00187,Glen Ramirez,7EBA4BAA-D5A,Savings,Personal Loan,228634,107752.91,8288.69,2023-02-28,Paid,James Miller,2023-02-24,0,North,+1-408-325-0704x07747,russellporter@browning.com,846,Low
CUST00188,Michael Huffman,4DF1C48A-1CA,Credit,Personal Loan,126717,82582.37,1474.69,2023-11-06,Paid,Erin Smith,2023-04-18,0,West,497-217-5760,zimmermanjames@cook.biz,546,Medium
CUST00189,Chase Carter,0551FBA6-363,Credit,Car Loan,70615,64943.91,4638.85,2024-04-27,Paid,Patricia Riley,2024-03-21,0,South,237.001.2407x7726,zunigajeremy@hotmail.com,619,Medium
CUST00190,Mark Mueller,67E97DDD-D79,Credit,Personal Loan,117873,45015.81,1500.53,2023-08-15,Missed,Matthew Smith,,0,West,636.912.2494x2072,jasonsummers@gmail.com,781,Low
CUST00191,Kayla Jones,2CE3C55B-DF1,Savings,Personal Loan,265539,165562.9,6367.8,2024-09-19,Partially Paid,Michael Lopez,2024-07-08,30,East,0701038224,jonesemily@thompson.biz,812,Low
CUST00192,Mr. Sean Pena,4F7E897B-774,Savings,Personal Loan,299380,63509.38,1476.96,2024-03-30,Paid,Julie Hernandez,2024-03-26,0,South,+1-352-642-3403x81162,gclark@gmail.com,407,High
CUST00193,Natasha Castro,50A42309-D4F,Credit,Personal Loan,427197,15403.96,334.87,2024-09-22,Partially Paid,Nicholas Garcia,2024-06-21,55,North,386.741.8010x86392,smithjeffrey@yahoo.com,421,High
CUST00194,Megan Irwin,5C3AF656-6EA,Credit,Personal Loan,193441,51349.13,1656.42,2024-10-01,Partially Paid,Cameron Ford,2023-07-05,82,South,(575)493-3129x30178,heidi28@gmail.com,562,Medium
CUST00195,Jared Mathews,5F972B47-D0E,Credit,Car Loan,350232,74030.14,2741.86,2023-06-12,Paid,Elizabeth Calhoun,2023-04-13,0,North,(501)862-2680,hmiller@smith-harris.org,436,High
CUST00196,Rhonda Bailey,257F63E1-448,Credit,Home Loan,21703,13697.65,622.62,2024-12-08,Partially Paid,Aaron Silva,2024-12-05,20,West,001-376-539-2797x831,butlerterri@silva-briggs.org,383,High
CUST00197,Tyler Martin,F1B56E04-587,Current,Car Loan,400099,342074.58,13682.98,2023-03-25,Missed,Margaret Alexander,,9,South,159.626.2704x90986,dsalazar@jackson-wong.com,738,Low
CUST00198,Timothy Young,C3589363-9A1,Credit,Personal Loan,224253,49673.79,3548.13,2024-09-30,Missed,Steven Zuniga,,54,South,+1-750-603-8776x61262,stephanietownsend@powers.biz,585,Medium
CUST00199,Erin Riggs,8CF6761A-693,Credit,Car Loan,347449,93203.6,1902.11,2024-09-23,Paid,Anne Wagner,2023-06-30,0,West,874-023-7797x6848,elizabeth89@osborne-sandoval.org,648,Medium
CUST00200,Amy Jennings,82C86440-1F2,Credit,Home Loan,202974,177693.04,5552.91,2024-12-10,Missed,Margaret Young,,13,East,(493)633-5153,morabrandon@hill-levy.com,737,Low
CUST00201,Michele Hogan,24FC025B-E7D,Credit,Home Loan,415756,399658.86,8503.38,2023-03-11,Missed,Jason Edwards,,80,South,001-074-895-8628x6683,ghampton@sanford.com,802,Low
CUST00202,Joshua Pratt DVM,AF0FEDB2-773,Savings,Personal Loan,436249,399689.61,7012.1,2024-07-30,Paid,Connie Stevens,2023-07-03,0,East,641-286-1210x64367,fredpeters@sanchez.com,486,High
CUST00203,Ashley White,2B22E674-B35,Savings,Car Loan,382527,109023.93,3516.9,2023-07-31,Missed,Kerry Ward,,67,North,836.714.8228x962,geraldleach@oliver.com,523,Medium
CUST00204,Patricia Murphy,EC22D0AB-E69,Current,Home Loan,128022,70745.06,1241.14,2023-08-27,Partially Paid,Eric Dixon,2023-01-09,6,West,748-569-1488,yho@sandoval.biz,536,Medium
CUST00205,Heather Brown,54D865EC-E23,Savings,Personal Loan,293803,55978.43,1365.33,2024-09-17,Partially Paid,Samantha Kelly,2023-04-11,70,East,(731)077-3346,jessicagreene@ford.com,526,Medium
CUST00206,Timothy Sheppard,54EF1CD8-CF0,Savings,Car Loan,328351,321053.39,17836.3,2024-01-06,Paid,Justin Frost,2023-03-14,0,South,498.769.8278,bethanybutler@gmail.com,409,High
CUST00207,Matthew George,B8121941-01D,Current,Home Loan,56526,6966.55,151.45,2024-05-10,Paid,Kenneth Smith,2023-11-01,0,East,(451)273-9844x054,jason15@yahoo.com,821,Low
CUST00208,Michelle Mendoza,EBF609EF-3E8,Savings,Personal Loan,362777,348786.29,11626.21,2024-05-13,Paid,Paul Medina,2024-03-19,0,South,947-822-0691,anthony67@gmail.com,515,Medium
CUST00209,Kimberly White,62F0D776-439,Credit,Personal Loan,494433,192550.38,6639.67,2023-10-16,Missed,Shawn Carpenter,,58,South,(455)500-4650x38995,tgibson@mitchell-williams.com,365,High
CUST00210,Jay Frye,C5929696-85E,Savings,Home Loan,224455,153671.26,3841.78,2023-08-07,Paid,David Hicks,2023-01-18,0,South,(421)545-9194x5220,washingtonjohn@guerrero.net,600,Medium
CUST00211,Mark Walker,9D04903F-687,Current,Car Loan,190787,38796.48,1939.82,2023-08-12,Partially Paid,Kyle Lucero,2023-04-26,50,South,729-594-0631x333,wchase@yahoo.com,317,High
CUST00212,Amy Hill,A77C0360-B82,Credit,Personal Loan,435365,246700.32,12335.02,2024-11-19,Missed,Tara Poole,,4,East,972-641-1984x06157,vandersen@gmail.com,431,High
CUST00213,John Hunt,52C667DF-54A,Credit,Car Loan,247728,158632.88,3965.82,2023-03-05,Missed,Jessica Mcdaniel,,34,South,571.795.7933x63785,ramseymichelle@yahoo.com,494,High
CUST00214,Adam Stephens DVM,CEB7E18D-0FD,Savings,Personal Loan,342726,210780.77,5018.59,2024-02-15,Missed,Chelsea Williams,,82,South,+1-294-379-2819x383,pdorsey@yahoo.com,544,Medium
CUST00215,Keith Brock,3AC3C880-F27,Savings,Car Loan,291782,279639.7,4739.66,2023-09-18,Missed,Kelly Dorsey,,73,North,643-581-9475x14097,fjackson@yahoo.com,662,Medium
CUST00216,Joseph Gregory,27F1C232-FF3,Credit,Home Loan,118647,66874.16,2572.08,2024-11-14,Partially Paid,Madison Foster MD,2023-08-29,43,North,001-168-822-0831x624,parkerjose@mitchell.com,324,High
CUST00217,Jordan Wolfe,020A6DC0-39C,Savings,Home Loan,354836,313921.75,14948.65,2024-06-20,Paid,Carrie Sanchez,2023-08-25,0,East,9881899540,toddlyons@gmail.com,422,High
CUST00218,Melinda Beck,2B693423-11B,Current,Personal Loan,100558,32313.31,788.13,2023-10-10,Paid,Jennifer Barnes,2023-10-04,0,North,226.563.2381,vlambert@wilson-james.org,474,High
CUST00219,Andrew Hudson,028CD2C5-AC1,Credit,Personal Loan,325361,36887.5,709.38,2023-03-17,Missed,Thomas Rose,,31,East,(639)764-5021,lisalam@farrell-kirby.com,356,High
CUST00220,Clifford Boyer,0CE5B4AF-04B,Credit,Home Loan,342041,270184.22,11257.68,2023-03-26,Paid,Kayla Armstrong,2023-03-23,0,North,938.244.8777x0245,lucerodavid@boyd.info,751,Low
CUST00221,Tracy Berger,E14C1D3D-A31,Credit,Car Loan,448806,382163.81,18198.28,2024-11-08,Missed,Pamela Freeman,,87,South,(258)427-3476,johnsondawn@yahoo.com,778,Low
CUST00222,Karl Hickman,24EF0421-A0D,Current,Home Loan,15296,901.4,69.34,2024-11-29,Missed,William Briggs,,83,South,001-765-069-8481x4052,johnboyer@hotmail.com,691,Medium
CUST00223,Charles Howard,B7EC2A13-CE9,Current,Car Loan,51406,27105.75,521.26,2023-03-09,Missed,Nathan Rojas,,10,North,001-734-543-9588x80748,kingtoni@gmail.com,575,Medium
CUST00224,Hayley Andrade,F872B744-E8F,Savings,Car Loan,70669,44322.69,1846.78,2023-04-09,Partially Paid,Peter Stevens,2023-01-14,16,North,816-275-9179x3864,hernandezjermaine@brown-rodriguez.info,770,Low
CUST00225,Joshua Mckee,13FD6664-3A6,Savings,Home Loan,78222,72579.51,2073.7,2024-11-01,Missed,Ryan Miller,,71,North,4872357805,caseyjohnson@hunt.com,835,Low
CUST00226,Joshua Huffman,19EAD1C5-C66,Credit,Car Loan,436772,248814.13,7539.82,2024-09-15,Missed,Mr. Garrett Larson MD,,5,West,001-585-983-2096x688,mdunn@freeman-fuller.net,432,High
CUST00227,Anthony Robertson,82B28344-670,Credit,Home Loan,386946,242291.63,9691.67,2023-10-19,Missed,Crystal Evans,,8,North,439.078.1965x2441,josephjoshua@yahoo.com,741,Low
CUST00228,Michelle Campbell,1D6CC313-3B6,Savings,Personal Loan,239253,173432.29,3854.05,2024-10-20,Partially Paid,Kristen Gregory,2023-08-06,42,South,923-216-6385,maryfrey@brown.info,357,High
CUST00229,Claudia Coleman,CFBF8AAA-E87,Current,Car Loan,197138,129146.37,4304.88,2023-07-18,Paid,Matthew Smith,2023-02-12,0,North,(249)400-8993,allensarah@gomez.net,502,Medium
CUST00230,Louis King,4F7BCA09-1B0,Savings,Car Loan,464669,30958.45,2579.87,2023-12-28,Missed,Melissa Dominguez,,8,North,(773)620-9388,antonioking@marshall.org,391,High
CUST00231,Nathan Haas,E6F0356A-386,Current,Home Loan,289574,5696.28,438.18,2023-10-05,Paid,Kathryn Gomez,2023-09-26,0,North,+1-588-520-4268x786,anna78@trujillo.com,303,High
CUST00232,Lisa Fields,5E2F6F2E-9CA,Current,Home Loan,265554,14736.48,866.85,2023-04-14,Missed,David Payne,,8,East,+1-155-212-9649x10472,rodriguezdavid@hotmail.com,608,Medium
CUST00233,Rachel Thomas,8F9AC5FC-062,Credit,Personal Loan,102047,48499.05,4041.59,2024-07-21,Partially Paid,Katrina Williams,2024-06-14,11,South,895.209.9062x83295,branchkim@hotmail.com,790,Low
CUST00234,Angelica Singleton,1BBADC06-560,Savings,Car Loan,120642,37179.48,1429.98,2024-02-29,Partially Paid,Jessica Moore,2024-01-03,89,West,293-770-9882x16900,benjamin09@martinez.com,624,Medium
CUST00235,Gregory Reed,04075C47-EC4,Current,Personal Loan,235087,90421.15,4110.05,2023-09-22,Missed,Kara Shepherd,,26,West,242.909.1394x74902,lisa29@yahoo.com,558,Medium
CUST00236,Deborah Williams,3F3551C9-64D,Savings,Car Loan,26519,20701.42,1150.08,2023-08-18,Paid,Andrea Miller,2023-02-27,0,South,238-644-6558x13464,chull@yahoo.com,362,High
CUST00237,Shelia Hoffman,6936C0A6-DB0,Savings,Car Loan,184169,59299.5,2371.98,2024-02-12,Partially Paid,Amanda Moran,2023-12-10,45,West,(781)931-3683x94849,nathan62@warren.com,796,Low
CUST00238,Amy Patton,098411FA-2FD,Current,Personal Loan,238292,131071.22,3855.04,2023-05-10,Missed,Laurie Bass,,57,South,419-149-0454x651,lhogan@tate.com,804,Low
CUST00239,Kristina Marshall,61139076-48F,Savings,Home Loan,58899,42730.86,1526.1,2024-11-06,Missed,Christopher Ayala,,6,West,268.456.3331x6717,ghowe@hotmail.com,485,High
CUST00240,Paige Montgomery,B555C4D3-628,Credit,Home Loan,390359,329275.2,7839.89,2024-06-20,Missed,Robert Myers,,12,South,+1-098-659-1807x5684,elizabethsanchez@gmail.com,759,Low
CUST00241,Christopher Watson,2D6F0CDB-6EF,Current,Home Loan,139550,80192.43,3084.32,2023-09-02,Partially Paid,Jennifer Chen,2023-02-05,43,East,+1-254-043-0000x8030,devon45@hotmail.com,364,High
CUST00242,Sharon Haynes,9D4BBC11-39A,Savings,Car Loan,94644,76429.54,1777.43,2024-12-08,Missed,Jonathan Barber,,25,West,039.007.5901,wigginskayla@hotmail.com,619,Medium
CUST00243,Robert Gross,4A6E33A3-870,Credit,Personal Loan,308139,52464.95,971.57,2023-02-24,Partially Paid,Kenneth Harrison,2023-01-15,60,North,618-084-6063,guzmanjulia@gmail.com,375,High
CUST00244,Paula Parker,DB8E420D-E8E,Current,Home Loan,343410,43141.71,798.92,2024-09-06,Paid,Jeffrey Alvarez,2023-08-12,0,North,928.887.5702x25621,jason06@gmail.com,317,High
CUST00245,Steven Sanders,784EC33E-F3D,Current,Car Loan,374526,197593.2,4116.53,2024-03-05,Partially Paid,Benjamin Martinez,2023-11-03,82,South,(277)166-3291x849,rwilson@hotmail.com,537,Medium
CUST00246,Michael Hammond,B44DF6DD-A6B,Savings,Car Loan,68489,12544.6,597.36,2024-11-09,Paid,Taylor Sandoval,2023-12-18,0,North,+1-449-362-7880x48644,courtney40@wang.com,327,High
CUST00247,Jeffrey Peterson,5D80DA9B-635,Credit,Home Loan,391615,316825.06,5558.33,2023-01-10,Paid,Michael Martinez,2023-01-09,0,West,001-222-267-6507x28559,ruizsarah@hendrix.com,459,High
CUST00248,Kristin Davis,40D541F8-803,Current,Personal Loan,132456,63857.23,3360.91,2023-06-09,Missed,James Jacobs,,28,West,+1-009-019-3273x347,zalexander@waller-cabrera.com,676,Medium
CUST00249,Christopher Evans,F787377E-C64,Current,Personal Loan,193116,65128.92,3831.11,2023-08-01,Paid,Tony Bush,2023-06-17,0,North,(429)222-2173x23087,clarkashley@howard-smith.com,800,Low
CUST00250,Maria Johnson,9109509A-C93,Credit,Car Loan,71989,44171.25,1027.24,2024-06-29,Paid,Karen Hanson,2024-04-27,0,West,9276455043,belltanya@hotmail.com,653,Medium
CUST00251,Sheryl Wilcox,82D243D8-3BF,Savings,Personal Loan,391636,217702.34,12806.02,2024-04-05,Missed,Sabrina Bush,,30,North,095.586.6001,jeffreyross@jackson.com,597,Medium
CUST00252,Christopher Vazquez,A769E818-0F9,Savings,Home Loan,91081,57788.01,1203.92,2023-05-18,Partially Paid,Amy Thomas,2023-01-19,14,South,+1-361-544-9442x873,bradley23@yahoo.com,640,Medium
CUST00253,Tammy Ramos,94B1B60F-DBD,Credit,Car Loan,338080,102203.58,6011.98,2023-07-23,Paid,Tim Stanton,2023-03-07,0,South,866-672-6863,acox@carter.info,304,High
CUST00254,Peggy Grimes,6D61CA08-D5D,Current,Home Loan,365328,85822.08,3432.88,2024-10-31,Missed,Samuel Salazar,,49,West,(611)970-1549x07180,christophersmith@gmail.com,675,Medium
CUST00255,Nicole Bond,E783B762-CCF,Savings,Car Loan,188214,97363.05,1770.24,2024-08-16,Paid,Rebecca Mitchell,2023-05-08,0,East,001-061-871-1166,juliaboone@jones-le.net,383,High
CUST00256,Pamela Green,9F29E96C-8A9,Credit,Car Loan,287764,55300.94,970.19,2023-11-07,Paid,Rebekah Burton,2023-02-17,0,West,431.699.3486x68932,wpena@jackson.com,529,Medium
CUST00257,Zachary Pennington,0EFB193E-098,Savings,Home Loan,117560,77737.1,1340.29,2023-07-19,Missed,Jeremy Herring,,35,East,+1-058-803-5524,morganwilliams@martin-moyer.net,689,Medium
CUST00258,Lisa Morgan,B85D20C4-938,Credit,Personal Loan,453136,280457.74,6232.39,2024-11-16,Missed,Donna Tran,,83,South,739.620.6533,fmolina@martin.com,422,High
CUST00259,Amy Reid,5732E55F-328,Current,Personal Loan,307092,262863.15,10514.53,2023-01-16,Missed,Charles Quinn,,54,North,001-986-608-3747x10738,rebecca39@myers.com,502,Medium
CUST00260,Luis Chavez,F22B3794-3F8,Current,Personal Loan,111911,105453.13,1850.05,2023-11-20,Missed,Roger Thomas,,67,South,+1-307-432-3390x8349,barneslisa@yahoo.com,551,Medium
CUST00261,Lisa Green,C5374FB8-0EA,Credit,Car Loan,443227,417789.92,9284.22,2023-09-27,Missed,Dr. Rebecca Miller,,17,West,001-735-516-4048x4751,kevinbrown@hotmail.com,568,Medium
CUST00262,Mrs. Leah Weiss,F91B8E13-D87,Savings,Personal Loan,339717,208024.78,6500.77,2024-11-15,Paid,Sylvia Baird,2024-09-29,0,North,(886)359-0343x806,sheilafrost@yahoo.com,310,High
CUST00263,Bonnie Frey,AEC518F9-2D3,Credit,Home Loan,93033,54716.11,1886.76,2024-11-07,Partially Paid,Mr. Michael Day,2024-05-21,61,North,000.135.2010x60947,daviskelsey@wilkins-ellis.com,535,Medium
CUST00264,Madison Klein,458588EF-554,Credit,Car Loan,339688,98489.58,2009.99,2024-10-11,Paid,Michael Pierce,2023-06-17,0,West,651.768.9846x97560,zreese@gmail.com,794,Low
CUST00265,Mary Greer,35698915-267,Savings,Car Loan,118851,114357.15,4972.05,2023-08-12,Partially Paid,Anthony Carrillo,2023-04-15,57,West,(066)526-1753,reginaturner@gmail.com,357,High
